Homes,Destinations,Distance (KM)
CW4 7HP,WF2 0XG,123.78
WF4 4QX,WF2 0XG,13.27
BT66 7FU,BT66 6AQ,-1.0
TA6 4RB,TA6 4AB,2.32
WS12 4NA,WS12 1BT,4.76
PE25 2NZ,PE25 3NR,2.8
NN10 9EX,NN10 6FH,4.62
BA14 7ST,BA14 8AT,1.43
NG6 8FX,NG6 8QD,0.93
M144JG,M4 3AB,4.86
SS1 2SR,SS1 1LL,3.05
WF3 3FE,LS26 0AF,4.33
W13 8QL,W5 5JY,2.33
LS12 5DA,LS13 2ET,4.16
IP1 3RL,IP5 3RX,11.61
ST8 6NY,CW12 1BA,9.39
BT35 7EA,BT35 8HJ,-1.0
CW7 1LD,CW7 1BA,2.22
B98 7SZ,B97 4EX,5.22
LS12 5RB,LS28 6HQ,5.63
M43 7WL,WF2 0XG,73.29
SE4 2PW,SE6 4JU,4.3
HD1 4LW,HD1 2QB,2.69
CF81 8TS,NP12 1AB,5.23
PE7 8QN,WF2 0XG,184.48
PE2 8SU,PE4 6ZR,5.99
M25 0FG,M4 3AB,6.62
WN8 6AR,L39 3AE,12.13
SE6 3LE,SE6 4JU,2.42
CM17 9HZ,CM20 1EY,5.23
BT11 9NE,BT28 1AW,-1.0
M13 0UE,M17 8AA,13.32
CM18 6DU,CM20 1EY,2.18
IP14 3NW,IP14 1AQ,5.27
DN15 8HD,DN15 8NN,2.59
BD2 2JD,BD10 8EG,0.62
B8 3NP,B8 2EP,2.02
CM194PY,CM20 1EY,3.07
IP287LS,IP28 7EF,1.07
M30 9GP,M30 0EA,1.59
CM19 4SQ,CM20 1EY,3.57
WA10 6HF,WA9 1JJ,4.36
RM15 5BU,RM20 1WN,5.85
GU7 3NP,gu7 1dw,2.86
BT62 3HN,BT62 3NJ,-1.0
DN4 0QE,DN2 4PE,6.24
AB25 1LE,AB11 6BE,1.35
CB24 3UP,CB23 8EL,4.77
WV10 9BU,WV11 1BP,3.99
S81 8TY,WF2 0XG,64.26
BT402BN,BT40 1JE,-1.0
EH22 4JJ,AB11 6BE,214.73
DN16 1NR,DN15 6SE,1.91
BT74 7LA,BT74 6JQ,-1.0
S9 4GD,S8 8BS,8.23
WR9 7RB,WR9 8HE,3.04
SY22 6NA,SY21 7BL,13.21
WR9 8SF,WR9 8HE,1.77
CM18 7HD,CM17 9TE,3.7
GU35 0NT,GU35 0TN,1.92
WN7 4JB,WN7 4PG,1.44
HG4 2EG,HG4 1NZ,2.22
M6 6GR,SK9 1DR,26.97
WV12 4NA,WV11 1BP,4.32
LS19 7UH,LS19 7YU,0.58
DY6 9LP,DY5 1SW,6.91
B44 9LE,B23 6RS,6.54
PR8 3PT,PR9 0TQ,9.73
BT82 8RW,BT82 8AU,-1.0
CW12 3ET,CW12 1BA,1.34
YO23 2TD,WF2 0XG,47.4
LS13 2SA,BD1 1QR,12.16
BT67 9EU,BT66 6AQ,-1.0
BT51 3FD,BT52 2DP,-1.0
CV11 4NX,CV11 4EL,1.16
S5 7AW,S2 5AU,5.16
BH21 1DT,BH21 1ED,0.76
BR8 7EQ,BR5 3RP,6.66
GU11 1FQ,GU11 1DB,0.24
PO6 2HL,PO3 5NP,5.04
LE3 9LU,LE4 1DF,2.56
IG10 3BX,IG10 1ET,1.79
RM3 0HD,RM3 8DT,3.4
DY5 3UN,DY5 1SW,2.83
BT14 8NP,BT12 6HU,-1.0
DD10 8NS,DD10 8LR,0.76
NG19 9AL,NG18 1SU,2.88
IG6 3BJ,IG10 1ET,8.5
B32 2BX,B29 6SQ,4.5
B37 6SD,B24 9FP,13.56
DN35 8EE,DN35 8HF,1.01
S61 2LT,S9 1ES,4.17
SW2 5JS,SW18 4TF,5.59
G811DU,G81 2TL,2.22
OX5 1JT,OX5 2DL,4.43
TF10 7XJ,ST16 2HN,19.6
G14 9YG,G81 2TL,5.04
DN3 3BJ,DN2 4PE,5.91
CR0 7BQ,CR0 1TJ,4.53
SO19 2FR,SO14 7NN,4.03
ML11 0BY,ML9 1DR,14.51
WA14 1LB,M33 7WZ,4.4
SO17 2AU,SO14 7NN,2.88
SY21 8NB,SY21 7BL,8.37
BD20 5AJ,BD16 1GL,6.9
BD12 9DQ,HD6 1AQ,5.23
BD3 9JZ,BD1 1QR,2.32
NG16 1HL,NG16 2PB,0.92
LE5 1PP,LE1 1SG,5.61
CV35 8JB,WF2 0XG,202.28
WF2 3TN,WF2 0XG,-1.0
S71 2GG,WF2 0XG,25.01
DN11 9BU,WF2 0XG,52.49
HR2 7UZ,HR1 2DS,4.58
S6 4QQ,HU2 8LN,109.11
IP28 7NU,IP28 7EF,1.93
DA8 2HZ,DA9 9SJ,12.74
BA13 3HL,BA12 9BT,8.14
LE4 7QL,LE1 1SG,3.15
ST6 7BX,ST7 1XD,8.42
OX5 1DN,OX1 3JE,10.43
PO16 8LD,PO16 0PE,5.42
SP10 3DQ,SP10 1LT,2.21
GU16 6BQ,GU15 3SN,9.12
TA6 6XG,TA6 4AB,3.67
OX3 8TS,OX1 3JE,10.13
DA124EB,DA11 0AF,3.78
SK12 1RL,SK12 1NJ,1.28
BB2 2LT,BB1 7JB,1.86
TQ32BQ,TQ4 5DN,2.1
SE18 6GT,DA9 9SJ,21.7
LL30 1HY,LL30 2SB,1.94
GU34 2RA,GU34 1ET,0.73
WA10 3PJ,CH41 2ZL,20.04
BS48 2NL,BS3 4EX,16.13
SM6 8PF,CR3 6RT,11.42
WA10 5NA,WA9 1JJ,3.91
CB24 1BY,CB23 8EL,7.12
RG24 8EQ,RG24 8BQ,1.7
BT32 3HS,BT32 3EA,-1.0
TW19 7SL,TW18 4QB,4.39
BD8 9HU,BD1 1US,3.47
BR2 7PF,BR1 1JQ,2.71
SY23 1LB,SY23 1DE,1.29
ST17 0PH,ST16 2HN,5.25
TF3 5EW,TF3 4AE,2.66
SE26 5BJ,BR1 1JQ,7.53
WF2 0PA,WF2 0XG,3.75
LE9 6TB,WF2 0XG,157.46
LS5 3AD,WF2 0XG,17.93
LS27 7TR,WF2 0XG,15.49
BA2 9AS,BS31 1DS,5.92
RG4 6NY,RG1 2AA,5.03
E13 0JR,E15 1XA,2.85
SA153EY,SA14 9UY,4.25
WV14 0NZ,WV14 0AX,0.94
BD16 1RP,BD16 1GL,3.65
CR0 3SQ,CR0 1UY,1.32
TQ3 3XX,TQ4 5DN,2.69
FY8 3SP,FY8 1SB,1.75
TW18 2EP,SW15 1TW,23.66
ST4 8EB,ST4 8AX,1.37
DL167TP,DL14 9FA,10.26
DN16 3GN,DN16 2SN,3.91
ST56QU,ST5 1AN,5.19
LL29 8DQ,LL30 2SB,13.84
WV148AX,WS10 7HB,5.28
ST5 8RQ,ST5 1AN,5.5
WD25 0BS,WD24 7RT,1.93
L32BY,L1 1LN,2.2
NR30 2DB,NR32 1LR,18.25
PR1 5YP,PR1 6QY,1.72
M6 5LT,M6 5FD,1.38
CF31 1SJ,CF31 3BL,2.56
S738FG,S73 0UF,3.91
BT370HT,BT15 1WA,-1.0
SR5 4HH,SR1 3LE,6.51
NR30 1DP,NR1 1WR,33.06
DY9 9HP,DY8 1HJ,3.98
S138FH,S9 1ES,6.63
TA24 8PH,TA24 5UG,9.85
FK10 2HE,FK13 6HQ,9.3
BT170QH,BT1 4EA,-1.0
BS35 1JN,BS35 2BH,1.5
BT70 3LH,BT71 4NA,5.26
BT35 6RB,BT35 6PR,-1.0
TA23 0NP,TA24 5UG,11.2
CM1 1SS,CM2  6FD,2.42
CW12 3BG,CW12 1BA,2.11
SK17 9AG,SK17 6DF,1.84
HX2 9EL,HX1 1RU,5.23
L32 5TB,L32 8RH,1.45
BB2 4RF,BB1 7JB,3.8
LL34 6HU,LL30 2SB,16.74
SK12 1HN,SK12 1NJ,1.91
SP10 2UN,SP10 1LT,2.92
BL6 5GH,BL6 6JA,5.32
WR11 1HY,WR11 4SQ,2.5
FY4 1RF,FY1 1EJ,3.8
S417BJ,S40 1PP,-1.0
OX17 3HU,OX16 5UN,5.98
PE191JA,PE19 1BU,0.0
LN57TD,LN5 7HB ,1.17
CB8 8HW,CB8 8HT,0.8
BT388LP,BT38 7AG,-1.0
B31 4PQ,B31 2UQ,1.26
BS328EL,BS32 8EF,0.66
SA174AD,SA14 9UY,11.15
SK10 3AS,SK11 6NE,2.2
NR20 4AS,NR19 1TR,0.9
PO4 0EF,PO5 3QH,1.82
B70 8JW,B69 3DD,2.17
L31 3EB,L39 3AE,9.24
EH41 4FD,EH15 3RD,21.08
ME4 5QD,ME4 4HY,1.84
B31 4LZ,B31 2UQ,1.47
SA61 2JP,SA61 2AL,0.19
DL17 8QN,DL14 7EP,12.71
WA9 1HJ,L1 4DJ,24.6
SM1 3HZ,SM1 1JU,1.51
RM14 1JN,RM20 2ZP,16.75
NG17 2LG,NG15 7HG,17.8
BS4 1DZ,BS4 2 QU,182.87
TW4 5PZ,TW3 1DJ,3.63
BN27 3BQ,BN27 1DP,1.94
GL51 0HH,GL51 7SF,1.05
S71 2GG,WF2 0XG,25.01
PE29 7YS,PE29 3PN,1.87
BT11 9LU,BT28 1AW,-1.0
BT274RX,BT28 1AW,-1.0
DN74EL,DN2 4PE,9.05
LS90ND,LS15 8EU,4.38
SS17 7RA,SS17 7LL ,0.26
WR11 4PN,WR11 4SQ,0.11
OL8 2LP,OL1 1HE,2.37
SK12 1HT,SK12 1NJ,2.1
BT41 4NJ,BT41 4DN,-1.0
DN35 9NA,DN35 8HF,2.05
SK17 7AR,CT1 2RY,367.07
CV34 5TY,CV4 7EH,15.18
SE6 4PH,SE6 4JU,1.17
OX5 1TY,OX5 2DL,1.34
LS19 7RB,LS19 7YU,0.9
B31 1DB,B4 7TE,12.75
NE5 5LT,NE3 2PA,3.88
HG4 1PH,HG4 1NZ,0.88
ST6 5JF,ST6 6BE,1.31
M18AY,M4 3AB,-1.0
OL16 2EZ,OL16 1EA,1.14
B64 5BT,B63 4AJ,5.24
NE64 6SS,NE63 9UZ,5.48
EH7 5LL,EH6 6AD,1.76
YO22 4JA,YO21 1BL,2.34
ME2 2HS,ME2 4AR,2.04
NE25 0SN,NE3 1JZ,14.55
BS15 9QF,BS15 8LP,1.69
BS30 8BD,BS15 8LP,3.57
CO10 0YZ,CO10 1RB,3.6
YO26 5SY,YO32 9AG,11.41
BL5 2RE,BL5 3AJ,2.9
DE22 4JE,DE1 2AL,5.35
MK3 7NG,MK2 2HE,2.53
AL3 5TZ,AL1 3ED,1.86
UB5 5DE,UB8 1JY,8.86
EH19 3EA,EH22 1HR,3.75
SS16 4PA,SS13 3DU,2.32
NP23 6DR,NP23 6HL,1.71
WV10 9BT,WV1 3HG,5.33
FY8 3LY,FY8 1SB,2.28
LE4 1DU,LE4 1DF,2.11
EX31 3GU,EX31 1UG,5.19
FK1 4LY,FK8 2EE,21.59
BL0 9NU,WF2 0XG,77.73
TA24 6UR,TA24 5UG,2.52
SK7 3JD,SK11 6NE,18.41
FK101NN,FK10 1JF,1.72
BL22UG,BL1 1BU,2.55
LE4 6SE,LE1 3YE,3.31
EX32 7DU,EX31 1UG,0.94
CV313JA,CV34 6RH,1.68
B31 2HD,B31 2JU,1.47
TQ14 9AG,TQ14 8AL,1.48
CR5 1SA,CR5 2ND,2.96
SR8 3PN,SR8 1AE,5.2
TD9 8HN,TD9 9EE,2.09
TA24 5DN,TA24 5UG,0.46
BH80JG,BH1 4AP,4.45
NP197LF,NP20 1JN,2.99
WF5 0LF,WF1 1QF,6.89
E176RZ,E17 7JR,0.92
BT23 8NE,BT23 4EU,-1.0
SK3 0HN,SK8 1AX,3.67
AB25 1ED,AB11 6BE,1.55
UB10 9HZ,HA4 8LL,5.0
AB23 8WJ,AB11 5EJ,12.72
BB3 0AZ,BB3 1AZ,2.04
LU6 1PR,LU5 4RH,1.45
NN4 9RQ,NN4 0JE,-1.0
DE6 2JB,DE6 1GH,4.04
WA7 5BL,WA7 2GX,3.24
L30 3TG,L23 2UN,4.32
CW1 4SQ,CW1 2RP,2.77
EH221EL,EH22 1HR,0.8
BA12 7RL,BA12 9BT,2.12
WF17 6DB,WF2 0XG,11.17
TR14 7NH,TR14 8DZ,1.12
B67 5HX,B66 4BH,0.93
LN4 2DZ,LN6 7BH,13.8
BT38 7XY,BT38 7AG,0.78
BR34NG,BR3 1EA,1.61
ST2 8HL,ST1 1NS,3.55
EH5 1JZ,EH4 2LN,2.86
BT23 4PX,BT20 5AG,-1.0
TF4 3JZ,TF1 1LU,7.19
OL8 2PT,OL9 0LQ,5.24
ST32NB,ST1 1PF,6.52
BB3 3DF,BB3 1AZ,0.96
N13 5PG,N22 6YA,4.53
TS12 1FA,TS14 6AF,9.62
SK2 5NB,SK1 1QN,5.2
CB101RL,CB10 1ES,7.55
EX165LR,EX4 3DJ,24.76
DL3 0HQ,DL3 7LG,2.58
BL8 3DZ,BB3 1AZ,15.69
DL148AB,WF2 0XG,129.51
OX11 9NW,OX11 7LG,5.54
NG166FR,DE55 4HQ,5.96
IP32 7NN,CB9 8AH,36.58
DH22HR,DH1 5GB,9.73
RM3 9RR,CM14 4BX,6.37
IP12 3QY,IP12 1DE,12.17
S40 2GT,S40 1PA,2.16
BH23 4UD,BH23 1BN,3.85
DE554JE,DE55 4HQ,1.36
UB7 8HJ,UB8 1JY,5.26
OX16 1FD,OX16 5UN,3.31
BA6 9SD,BA16 0EN,8.6
IG10 3QZ,IG10 3UE,1.55
SE4 2PW,SE5 8RW,4.82
CH1 4BR,CH1 1EE,2.11
LS10 4TS,WF2 0XG,4.99
S35 3HT,WF2 0XG,34.08
BH25 5UH,BH23 1BN,9.72
LN12 2DZ,LN12 1AF,1.36
WS99BL,WV11 1BP,14.02
WN8 6QB,WN8 6ND,3.38
SR7 7UL,DH1 3NJ,23.24
BT365EP,BT37 9UH,-1.0
DD2 2SN,DD2 4WB,2.84
IP28 7LZ,IP28 7EF,1.35
OL9 8BJ,OL1 1HE,4.03
TS14 6LH,TS14 6AF,1.36
SA4 4UY,SA11 1DR,20.73
LE8 0RS,LE16 7DR,11.02
SL1 6EF,SL1 1DB,6.39
IG11 7FJ,EC3M 6BL,14.52
CT195BE,CT20 1SB,1.54
B31 1ER,B17 9NR,5.93
NP16 6NU,NP25 3EW,13.4
GL14 2JT,BS16 2EA,57.43
BT12 6FR,BT12 6HU,-1.0
M160GR,M17 8AA,7.87
SA5 7AR,SA1 7BP,4.05
SK13 0AP,SK6 6AY,9.87
WF9 3SF,WF2 0XG,22.57
GU35 0HN,GU35 0TN,1.46
ST6 3BF,ST1 1PF,3.36
NG11 9GY,NG11 8AA,1.26
M40 0HN,OL9 0LQ,4.72
BT37 9EZ,BT35 8HJ,71.05
E2 6ND,EC3M 6BL,2.87
PR7 2NE,BL5 3AJ,16.59
GL167SB,NP25 3EW,10.27
B21 0QL,B42 1AA,4.82
G53 5LQ,G53 6QR,1.87
M94FE,OL1 1HE,9.14
TR151AA,TR15 2BD,0.1
DN3 1NY,DN2 4PE,4.32
WS115DF,WS12 1BT,2.9
TA66UW,TA6 4AB,3.14
GL52 5EX,GL50 1JZ,3.24
HX1 2BD,WF2 0XG,31.27
M7 2GP,WF2 0XG,71.49
SW12 8RR,WF2 0XG,311.01
BA2 3HL,BA14 8AT,18.76
NG9 5EQ,NG9 2LF,2.99
DA7 5PS,DA6 7HF,2.26
G53 6QP,G53 6QR,3.01
BT27 4JH,BT28 1BJ,-1.0
LE2 9SB,LE1 1DA,7.39
M30 9GT,M30 0EA,0.67
L6 5LX,L5 6SP,0.51
G22 6SZ,G20 9SH,3.97
BA16 0BN,BA16 0EN,0.49
SA67NX,SA6 8AB,1.96
TN23 4HQ,TN23 1YB,3.11
BT74 6EZ,BT74 7BD,-1.0
EH15 3AA,EH15 3RD,2.66
OL4 1DD,OL2 5QD,4.81
S8 7NA,S8 8BS,1.45
OL11 3TR,OL1 1HE,10.69
DN16 2LG,DN16 2SN,0.94
SE25 6QA,EC3M 6BL,15.52
HP6 6QU,HP6 5EQ,3.49
CH5 3TZ,CH5 4UQ,6.37
CF72 8FA,CF72 8SY,1.59
CF37 2LF,CF37 4SU,1.98
B28 9HT,B90 3AH,2.04
NW9 5WP,W1T 2EP,14.43
BN23 7JA,BN21 3NW,5.18
FY14BU,FY1 1EJ,1.23
YO32 9UZ,YO32 9AG,3.19
HP11 2TJ,HP11 2BZ,1.67
DN16 1NR,DN16 2SN,2.19
S71HB,S8 8BS,4.81
CM166FP,IG10 3UE,14.37
YO10 3HR,YO1 9ND,2.6
CF38 2JY,CF72 8SY,4.41
M33 6JP,WA14 1RH,5.64
YO12 4EP,YO11 1LP,2.45
E6 2LQ,EC3M 6BL,13.09
DA7 4QQ,DA6 7JJ,2.61
M32 9QF,M33 7WZ,4.09
B32 2NE,B29 6SQ,4.67
BT20 3HN,BT19 7HB,-1.0
LE17 6PA,NN17 1NJ,33.57
PO16 7SP,PO16 0PE,0.78
LE67 3ER,LE67 3XA,1.37
EX2 7DE,EX4 3DJ,4.65
L13 6RD,L13 1EW,1.7
NP44 5HY,NP44 1PU,3.06
NP44 7LT,NP44 1PU,3.29
OL8 4QW,M34 3JP,10.86
S45 8HU,S45 9NG,4.71
LN1 3WB,LN6 7BH,4.39
BT94 2HB,BT74 6JQ,-1.0
DE4 3DW,DE4 3AT,1.04
BL2 6JG,BL2 6PP,0.74
CR0 2BS,CR0 1UY,1.63
BT6 9EB,BT5 5LP,-1.0
B71 1FD,B70 7PP,2.35
SO21 1UW,SO23 9AY,9.72
BN20 9JR,BN21 3NW,4.95
S65 3HJ,WF2 0XG,44.8
LS10 2NG,LS10 2AP,1.17
LS15 7DH,LS15 8ZA,2.42
CV10 7LF,CV11 4EL,2.97
CF44 6UN,CF44 7DG,1.15
NG11 9FN,NG11 8AA,1.07
SS14 3GU,SS14 3AF,4.23
RH7 6RF,RH19 4DW,5.45
SK16 4AX,OL6 7JE,2.69
EH32 0TN,EH21 7DZ,9.95
EH17 8YZ,EH15 3RD,13.1
B65 9LE,B70 7PP,8.17
L15 7LJ,L13 1EW,2.74
NR27 9BB,NR27 9HG,0.99
SN1 5DT,SN1 1LD,0.61
SK16 5AF,SK14 2QT,3.14
L15 2LA,L24 2WZ,10.73
LS10 3HJ,LS10 2AP,2.23
BB12 6HL,BB11 1BA,3.47
OL2 5UJ,OL2 5QD,1.27
B17 0NA,B17 9NR,1.11
WF1 2FZ,WF2 0XG,2.36
BN2 6SJ,BN1 2EB,8.02
WV16 4PH,WV16 4DB,1.55
WA7 1RF,WA7 2GX,3.26
BS23 1LS,BS23 1HL,0.85
NE10 8NU,NE10 9BF,2.83
LE4 7AU,LE1 1SG,3.16
IG10 3FJ,IG10 1ET,1.69
GU52 0YN,GU51 3LA,3.06
MK41 9LR,MK40 1TP,3.62
WA7 2NB,WA7 2GX,3.16
CA14 1RU,CA14 3DU,3.33
BN22 8DT,BN21 3NW,1.82
DE15 0PS,DE14 3TN,4.36
TF2 7QW,TF9 1PH,26.93
SL6 2TS,SL6 1LB,2.52
EH11 1DR,EH2 4AA,3.1
PA6 7DA,G51 4BN,15.1
S71 2LD,S70 1SL,4.09
TA7 8LE,TA6 3TQ,8.54
AB32 7EQ,AB32 6RL,10.19
CW9 8SG,CW9 5LG,3.03
HA26LX,WD17 2TE,8.9
WS34NG,WS3 3LG,2.86
LN6 0RY,LN6 7BH,2.18
G53 5EB,G53 6QR,1.79
LE11 3ST,LE11 3XA,2.66
AB32 6RH,AB32 6RL,1.0
L134DG,L13 1EW,1.65
M9 6QZ,M8 8EP,5.57
DY1 2SP,WV1 3ER,9.65
CF44 7PN,CF44 7DG,0.74
DA1 3RG,DA9 9SJ,11.44
TA8 1PW,TA8 1NX,0.63
G84 8EG,G84 8TF,1.01
YO41 1SR,YO1 8RX,13.99
S14 1GH,S8 8BS,2.7
L3 5TN,L1 1LN,0.66
NP23 4EG,NP23 4PS,1.25
IP4 1NF,IP4 1HA,0.98
GU3 3FN,GU11 1DB,11.83
L8 5XQ,L1 1LN,2.55
GU7 3RQ,gu7 1dw,3.16
FY5 3DH,FY6 7BA,5.3
LA1 2QL,LA1 1UA,3.4
SK178AN,SK17 6DF,5.47
BT702TW,BT71 4NA,-1.0
DY8 5UR,DY5 1SY,3.87
NP235RQ,NP23 4PS,2.05
BA5 1LZ,BA5 2SG,2.38
PE27 6TT,CB1 1ER,26.67
BL22JF,BL2 6PP,2.99
BN1 3JA,BN1 2EB,1.44
HU92PA,HU9 2AA,1.2
PH2 6HT,PH1 5UX,13.34
B90 8BP,B24 9FP,27.56
BT282UB,BT12 6HU,-1.0
YO7 3DE,HG4 1NZ,11.57
HU94LH,HU9 2AA,4.91
DY6 8LU,DY5 1SW,4.25
SY16 2QJ,SY16 2LU,1.43
LS19 7GL,WF2 0XG,30.39
BT23 7BT,BT23 4EU,-1.0
NG18 5PW,NG18 1SU,1.89
NR30 4AG,NR30 2AX,2.35
S40 2LP,S40 1RR,2.3
NE96PF,NE8 1BH,9.53
PR9 7AB,PR8 1DF,3.27
NN16 0DZ,NN16 8JL,1.06
PA14 6EA,PA14 5AU,4.36
ME89JL,ME7 3PB,3.71
EH104DX,G20 9SH,76.0
BA114HY,BA11 1AR,1.65
NP131UF,NP23 4PS,8.45
G20 0QT,G20 9SH,1.96
BS10 6EW,BS34 5DG,5.98
BT45 5RX,BT45 6PR,-1.0
DH7 6JH,DH1 5GB,5.2
B68 9NX,B4 7TE,9.55
BT79 0BD,BT78 1BA,-1.0
CH445RB,CH44 5XX,0.82
PE1 4PB,PE4 6ZR,4.16
FK3 0AL,FK3 8AS,1.78
BT48 9TU,BT48 6PE,-1.0
G75 9GE,G74 1JU,6.92
B32 3QN,B4 7TE,13.36
PE36 5DH,PE36 5AB,1.27
DE243DJ,DE24 8QP,7.81
SY15 6UH,SY16 2LU,20.85
BS7 9BQ,BS1 3HF,4.08
BR6 9HD,BR6 0TW,2.72
M7 2HE,M4 3AB,4.21
BT455PJ,BT45 6PR,-1.0
BT51 3JP,BT52 2DP,-1.0
CO13 9NQ,CO13 9PR,0.82
SA18 3EH,SA18 3BS,0.36
RM9 4XL,RM3 8DT,14.41
AB12 5BE,AB10 1HW,4.98
SK116SD,SK11 6NE,1.27
DE22 3QS,DE1 2PL,1.42
SR3 1BZ,SR1 3LE,4.36
NP23 4AU,NP23 4PS,1.05
N9 0FR,N9 0TZ,1.28
RM10 7YJ,RM20 2ZP,16.4
KY157ET,KY15 5FA,12.91
WF1 1DE,WF2 0XG,5.14
DN10 6XH,WF2 0XG,62.11
G72 7GS,WF2 0XG,353.49
DN17 3HT,WF2 0XG,72.28
B75 7BA,B72 1PQ,-1.0
SE21 8LE,CR0 1TJ,9.73
CF38 2TJ,CF72 8SY,4.74
G13 4LN,G81 2TL,3.5
WA16 8JB,SK9 1DR,10.5
KY14 7TD,KY15 5FA,21.68
NG2 1PQ,NG1 2NX,3.49
TS4 3AU,TS1 5BS,3.97
OL6 8BW,OL6 7JE,3.68
CM8 1PL,CM8 2AP,2.17
LA9 7JB,LA9 4ND,2.41
OX16 0AZ,OX16 5UN,2.2
DN35 9LS,DN35 8HF,2.34
B75 7NF,B72 1PQ,-1.0
CT6 6DS,CT6 5HA,1.14
CF728JF,CF72 8SY,1.71
S75 5LU,S73 0UF,14.81
SR3 3DH,SR1 3LE,5.47
G67 3ND,G67 1NG,5.46
CV33 9DQ,CV8 1HB,13.92
G14 0HJ,G81 2TL,4.14
CT6 5SQ,CT6 5HA,1.23
CF63 1EU,CF10 2DP,13.22
PO15 7DS,PO15 7PD,2.18
BS37 8SJ,BS37 4AX,2.62
PO9 4FB,PO9 1UW,2.59
BT74 6NG,BT74 6JQ,-1.0
WN5 9RP,WN1 1UE,3.77
TS5 4GN,TS1 5BS,3.58
M9 4NR,M4 3AB,7.56
SG12 7DJ,SG12 9BA,1.16
CV8 1BT,CV8 1HB,2.73
IP4 2EG,IP5 3RX,10.84
BB9 0NY,BB8 0HS,4.51
CM94TF,CM9 4LJ,1.42
BS13 9EJ,BS3 4EX,6.82
SY10 9HF,SY11 1PU,6.15
CV12 8EZ,CV11 4EL,6.17
B27 7HJ,B90 3AH,4.0
DN11 0TY,WF2 0XG,53.87
E6 1PU,E6 1HS,1.72
BT23 7QU,BT37 9UH,-1.0
CT17 0DA,CT16 1BD,2.34
WF17 9JL,WF17 5EF,3.58
YO16 4JL,YO15 2DX,1.33
L36 7SP,L1 1LN,10.16
HP6 6NG,HP6 5EQ,1.49
CF5 5PU,CF10 2GR,14.58
BB4 6BW,BB4 6HW,1.38
G77 6DX,G77 6AA,1.2
WN2 2RJ,WN1 1UE,4.49
BL0 9QU,BB4 6HW,8.17
BT28 1SD,BT28 1AW,-1.0
CH44 4BW,CH44 5XX,1.8
WN4 8SW,WN4 9AN,2.2
KY5 0DS,KY12 7QU,16.83
LS25 1BE,WF2 0XG,18.09
KT3 3TP,WF2 0XG,317.0
NP7 6EH,NP7 5AU,1.06
KA20 3AZ,KA30 8AU,23.91
WA10 4HF,WA10 1AX,2.52
KT19 9UH,KT18 5DA,3.22
CR5 2QZ,SM1 1JU,10.2
DE6 1GB,DE6 1GH,1.01
DY4 0SJ,WS10 7HB,3.53
LA9 7EY,LA9 4ND,4.35
OL13DS,OL1 1HE,1.81
DA1 3HB,DA6 7JJ,4.4
GL517QR,GL51 7SF,0.64
DH2 2DF,DH3 3BA,1.22
TQ58BU,TQ5 8AZ,-1.0
BA14 0AL,BA14 8AT,1.33
ML117JT,ML11 7LN,0.5
CF3 3JP,CF24 3LN,4.12
SM6 0SX,SM1 1JU,4.5
CF10 3AW,CF10 2DP,1.08
SA10 6EU,SA1 7BP,6.11
SG18 8PE,SG18 8AS,1.97
CM16 5BJ,CM16 4DA,1.11
BD8 8NT,WF17 9DT ,17.33
NW10 0HY,NW6 6JE,7.09
SL1 3EJ,SL1 1DB,2.47
LE8 0LW,LE16 7DR,9.99
GU34 2AS,GU34 1ET,1.62
DN14 6LT,DN14 5EZ,1.41
NG347RX,NG34 7PD,1.67
TA2 7EB,TA1 3TP,4.12
CW5 6NU,CW5 5LL,2.91
TA1 2EF,TA1 3TP,1.67
SY161QL,SY16 2LU,2.72
KY154EL,KY15 5FA,1.71
S70 4NH,S9 1ES,17.77
IV2 5PA,IV2 7GD,12.27
CH63 3EG,CH41 2ZL,6.22
NG8 6GQ,NG1 2NX,8.54
CF24 4RP,CF24 3LN,0.83
BS34 5PT,BS34 5DG,3.26
SA152EL,SA14 9UY,2.91
DH3 4HU,DH3 3BA,3.57
KT18 5SD,GU1 3DW,33.74
WA7 2UF,WA7 2GX,3.7
CF55LE,CF11 8AZ,7.86
B709HZ,B70 7PP,2.1
KY15 4JH,KY15 5FA,1.64
EX8 1QJ,EX4 3PZ,16.71
NR6 7PP,NR1 1WR,7.18
G77 5FW,G77 6AA,2.29
M23 1FE,M17 8AA,13.86
BN14 9JF,BN11 3HF,3.66
ME13 8LP,ME13 7AA,2.73
EX1 2ZT,EX4 3PZ,0.78
BD20 5RW,LS29 8DE,19.69
RG6 1DL,RG1 7QE,4.25
NG5 6DJ,NG1 2NX,7.42
CF11 7LY,CF10 2GR,2.22
SL9 9JZ,SL9 8PG,2.49
NG17 2QL,NG17 1BN,3.26
YO25 6QJ,YO25 6QG,0.11
WV1 2LA,WV16 4DB,26.78
RM16 4TF,RM17 6QF,5.32
WF15 8DD,WF16 9RL,4.61
CH6 6BY,CH6 5GB,2.85
KY4 8DP,KY4 9QJ,3.08
M41 6JB,M17 8AA,5.11
SW15 3BE,SW15 1TW,1.77
OL115XY,WF2 0XG,62.65
WN7 1DJ,WF2 0XG,86.26
WF3 2FT,WF2 0XG,4.46
WS14 9DF,WF2 0XG,147.53
S42 6TF,WF2 0XG,77.68
FK10 1NH,FK13 6HQ,7.47
